fechaOperacion,fechaConcertacion,tipoOperacion,tipoModalidad,tipoOiv,grano,volumenTN,condicionCalidad,condicionCalidadAuxiliar,procedenciaProvincia,procedenciaLocalidad,simboloPrecioPorTN,precioTN,lugarEntrega,fechaEntregaDesde,fechaEntregaHasta,condicionPago,esDestinoFinal,cosecha,numeroOperacionInstancia,nroOperacion,esUltimaInstancia
2025-05-24T11:55:28.727,2025-05-24T00:00:00,Contrato,Canje,Precio Hecho,SOJA,11.86,Cámara,,ENTRE RÍOS,CRUCESITAS 7A. SECCI,$,310000.00,Zona 18/En destino,2025-05-24T00:00:00,2025-05-24T00:00:00,A plazo,SI,COSECHA 24/25,1,2487590250,Si
2025-05-24T11:52:35.413,2025-05-24T00:00:00,Contrato,Canje,Precio Hecho,SOJA,90.97,Cámara,,ENTRE RÍOS,QUEBRACHO (DPTO. PAR,$,310000.00,Zona 18/En destino,2025-05-24T00:00:00,2025-05-24T00:00:00,A plazo,SI,COSECHA 24/25,1,2487580255,Si
2025-05-24T11:50:34.473,2025-05-24T00:00:00,Contrato,Canje,Precio Hecho,SOJA,16.44,Cámara,,ENTRE RÍOS,CRUCESITAS 7A. SECCI,$,310000.00,Zona 18/En destino,2025-05-24T00:00:00,2025-05-24T00:00:00,A plazo,SI,COSECHA 24/25,1,2487560254,Si
2025-05-24T11:46:56.643,2025-05-24T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,30.00,Cámara,,BUENOS AIRES,AMERICA,,,Rosario N/En destino,2025-05-24T00:00:00,2025-06-23T00:00:00,A plazo,SI,COSECHA 24/25,1,2487540253,Si
2025-05-24T11:43:23.873,2025-05-24T00:00:00,Contrato,Canje,Precio Hecho,SOJA,111.56,Cámara,,ENTRE RÍOS,MARIA GRANDE PRIMERA,$,310000.00,Zona 18/En destino,2025-05-24T00:00:00,2025-05-24T00:00:00,A plazo,SI,COSECHA 24/25,1,2487530258,Si
2025-05-24T11:41:14.683,2025-05-24T00:00:00,Contrato,Canje,Precio Hecho,SOJA,55.18,Cámara,,ENTRE RÍOS,EL RAMBLON,$,310000.00,Zona 18/En destino,2025-05-24T00:00:00,2025-05-24T00:00:00,A plazo,SI,COSECHA 24/25,1,2487520252,Si
2025-05-24T11:39:16.497,2025-05-24T00:00:00,Contrato,Canje,Precio Hecho,SOJA,6.40,Cámara,,ENTRE RÍOS,CRUCESITAS 7A. SECCI,$,310000.00,Zona 18/En destino,2025-05-24T00:00:00,2025-05-24T00:00:00,A plazo,SI,COSECHA 24/25,1,2487510257,Si
2025-05-24T11:37:26.01,2025-05-24T00:00:00,Contrato,Canje,Precio Hecho,SOJA,1.05,Cámara,,ENTRE RÍOS,QUEBRACHO (DPTO. PAR,$,310000.00,Zona 18/En destino,2025-05-24T00:00:00,2025-05-24T00:00:00,A plazo,SI,COSECHA 24/25,1,2487500251,Si
2025-05-24T11:35:52.65,2025-05-24T00:00:00,Contrato,Canje,Precio Hecho,SOJA,1.05,Cámara,,ENTRE RÍOS,QUEBRACHO (DPTO. PAR,$,310000.00,Zona 18/En destino,2025-05-24T00:00:00,2025-05-24T00:00:00,A plazo,SI,COSECHA 24/25,1,2487490256,Si
2025-05-24T11:32:29.007,2025-05-24T00:00:00,Contrato,Canje,Precio Hecho,SOJA,45.96,Cámara,,ENTRE RÍOS,CRUCESITAS 7A. SECCI,$,310000.00,Zona 18/En destino,2025-05-24T00:00:00,2025-05-24T00:00:00,A plazo,SI,COSECHA 24/25,1,2487480250,Si
2025-05-24T11:29:17.707,2025-05-24T00:00:00,Contrato,Canje,Precio Hecho,SOJA,17.77,Cámara,,ENTRE RÍOS,SEGUI,$,302000.00,Zona 18/En destino,2025-05-24T00:00:00,2025-05-24T00:00:00,A plazo,SI,COSECHA 24/25,1,2487470255,Si
2025-05-24T11:23:04.14,2025-05-24T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,30.00,Fábrica,,CÓRDOBA,LABOULAYE,$,294000.00,Zona 8/En destino,2025-05-24T00:00:00,2025-05-31T00:00:00,A plazo,SI,COSECHA 24/25,1,2487380256,Si
2025-05-24T10:31:57.487,2025-05-24T00:00:00,Contrato,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,30.00,Cámara,,CÓRDOBA,GIGENA,,,Rosario N/En destino,2025-05-24T00:00:00,2025-06-23T00:00:00,A plazo,SI,COSECHA 24/25,1,2487310258,Si
2025-05-23T23:50:38.753,2025-05-23T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,500.00,Fábrica,,CÓRDOBA,SINSACATE,,,Zona 15/En destino,2025-05-23T00:00:00,2025-06-23T00:00:00,A plazo,SI,COSECHA 24/25,1,2487040250,Si
2025-05-23T23:50:28.16,2025-05-23T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,61.90,Fábrica,,SANTIAGO DEL ESTERO,BANDERA,,,Zona 15/En destino,2025-05-23T00:00:00,2025-06-23T00:00:00,A plazo,SI,COSECHA 24/25,1,2487000259,Si
2025-05-23T23:31:56.223,2025-05-23T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,60.00,Cámara,,CÓRDOBA,EL FORTIN,,,Rosario N/En destino,2025-05-23T00:00:00,2025-06-22T00:00:00,A plazo,SI,COSECHA 24/25,1,2486930252,Si
2025-05-23T23:31:47.76,2025-05-23T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,600.00,Cámara,,CHACO,TRES MOJONES,,,Rosario N/En destino,2025-05-23T00:00:00,2025-06-22T00:00:00,A plazo,SI,COSECHA 24/25,1,2486910251,Si
2025-05-23T22:30:29.69,2025-04-29T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,100.00,Otra,,SANTIAGO DEL ESTERO,BANDERA,$,310826.00,Zona 15/En destino,2025-04-29T00:00:00,2025-05-31T00:00:00,A plazo,SI,COSECHA 24/25,2,1887910258,Si
2025-05-23T22:30:29.567,2025-04-04T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,200.00,Fábrica,,CÓRDOBA,CORONEL MOLDES,$,308502.00,Zona 9/En destino,2025-04-04T00:00:00,2025-05-04T00:00:00,A plazo,SI,COSECHA 24/25,3,1482900255,Si
2025-05-23T22:30:29.363,2025-01-31T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,125.09,Fábrica,,CÓRDOBA,MONTE CRISTO,$,310000.00,Rosario N/En destino,2025-01-31T00:00:00,2025-02-28T00:00:00,A plazo,SI,COSECHA 23/24,3,517560251,Si
2025-05-23T22:30:26.037,2025-01-28T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,30.00,Fábrica,,CÓRDOBA,MARCOS JUAREZ,$,311665.00,Rosario N/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,SI,COSECHA 24/25,18,439920254,Si
2025-05-23T22:30:25.78,2024-12-17T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,300.00,Fábrica,,CÓRDOBA,MONTE CRISTO,U$S,275.00,Rosario N/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,SI,COSECHA 24/25,3,5924290244,Si
2025-05-23T22:30:25.64,2024-12-17T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,25.00,Fábrica,,CÓRDOBA,MONTE CRISTO,$,310000.00,Rosario N/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,SI,COSECHA 24/25,2,5924290244,Si
2025-05-23T22:30:25.493,2024-12-11T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,509.57,Fábrica,,CÓRDOBA,GUATIMOZIN,$,310000.00,Rosario N/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,SI,COSECHA 24/25,3,5814550240,Si
2025-05-23T19:39:03.24,2025-05-23T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,195.24,Fábrica,,CATAMARCA,LOS ALTOS,$,260000.00,Zona 15/En origen ,2025-05-23T00:00:00,2025-05-30T00:00:00,A plazo,SI,COSECHA 24/25,2,2481590259,Si
2025-05-23T19:09:17.607,2025-05-23T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,69.95,Fábrica,,CÓRDOBA,LAS ARRIAS,$,270000.00,Cordoba/En origen ,2025-05-23T00:00:00,2025-05-31T00:00:00,A plazo,SI,COSECHA 24/25,2,2480970252,Si
2025-05-23T19:09:06.66,2025-05-23T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,1061.86,Fábrica,,CATAMARCA,LOS ALTOS,,,Zona 15/En origen ,2025-05-23T00:00:00,2025-05-30T00:00:00,A plazo,SI,COSECHA 24/25,1,2481590259,Si
2025-05-23T19:00:16.367,2025-05-23T00:00:00,Contrato,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,500.00,Cámara,,SANTA FE,SANTA FE,,,Rosario S/En destino,2025-07-01T00:00:00,2025-07-31T00:00:00,A plazo,SI,COSECHA 24/25,1,2481260259,Si
2025-05-23T19:00:11.903,2025-05-23T00:00:00,Contrato,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,500.00,Cámara,,SANTA FE,SANTA FE,,,Rosario S/En destino,2025-05-23T00:00:00,2025-05-30T00:00:00,A plazo,SI,COSECHA 24/25,1,2481240258,Si
2025-05-23T18:50:32.333,2025-05-23T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,59.03,Cámara,,ENTRE RÍOS,VIALE,$,306988.00,Zona 18/En destino,2025-05-23T00:00:00,2025-05-23T00:00:00,A plazo,SI,COSECHA 24/25,1,2481220257,Si
2025-05-23T18:44:41.9,2025-05-23T00:00:00,Contrato,Canje,Precio Hecho,SOJA,28.51,Cámara,,CÓRDOBA,COLONIA MARINA,$,316086.00,Zona 8/En destino,2025-05-23T00:00:00,2025-05-23T00:00:00,A plazo,SI,COSECHA 23/24,1,2481020258,Si
2025-05-23T18:41:25.783,2025-05-23T00:00:00,Contrato,Compraventa,Precio Hecho,MAIZ,69.78,Cámara,,ENTRE RÍOS,MARIA GRANDE PRIMERA,$,203000.00,Zona 18/En destino,2025-05-23T00:00:00,2025-05-23T00:00:00,A plazo,SI,COSECHA 24/25,1,2480990253,Si
2025-05-23T18:39:21.54,2025-05-23T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,5.51,Fábrica,,SANTIAGO DEL ESTERO,TOMAS YOUNG,$,267200.00,Zona 15/En origen ,2025-05-23T00:00:00,2025-06-23T00:00:00,A plazo,SI,COSECHA 24/25,2,2479830250,Si
2025-05-23T18:39:21.28,2025-03-18T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,43.00,Fábrica,,SANTA FE,CARLOS PELLEGRINI,U$S,275.68,Rosario N/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,SI,COSECHA 24/25,9,1172530253,Si
2025-05-23T18:39:21.02,2025-03-18T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,49.00,Fábrica,,SANTA FE,CARLOS PELLEGRINI,U$S,278.27,Rosario N/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,SI,COSECHA 24/25,8,1172530253,Si
2025-05-23T18:39:20.76,2025-03-18T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,75.00,Fábrica,,SANTA FE,CARLOS PELLEGRINI,U$S,260.28,Rosario N/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,SI,COSECHA 24/25,7,1172530253,Si
2025-05-23T18:39:20.487,2025-05-23T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,475.57,Fábrica,,CÓRDOBA,LAS ARRIAS,,,Cordoba/En origen ,2025-05-23T00:00:00,2025-05-31T00:00:00,A plazo,SI,COSECHA 24/25,1,2480970252,Si
2025-05-23T18:39:20.093,2025-05-23T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,104.09,Cámara,,ENTRE RÍOS,MARIA GRANDE PRIMERA,$,306000.00,Zona 18/En destino,2025-05-23T00:00:00,2025-05-23T00:00:00,A plazo,SI,COSECHA 24/25,1,2480960257,Si
2025-05-23T18:31:39.18,2025-05-19T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,300.00,Cámara,,TUCUMÁN,BENJAMIN ARAOZ,,,Rosario N/En destino,2025-05-19T00:00:00,2025-06-15T00:00:00,A plazo,SI,COSECHA 24/25,1,2480780259,Si
2025-05-23T18:31:05.327,2025-05-23T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,CEBADA FORR.,20.00,Cámara,,BUENOS AIRES,NECOCHEA,,,Quequen/En origen ,2025-12-15T00:00:00,2026-01-15T00:00:00,A plazo,SI,COSECHA 25/26,1,2480730251,Si
2025-05-23T18:31:00.957,2025-05-23T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,CEBADA FORR.,420.00,Cámara,,BUENOS AIRES,NECOCHEA,,,Quequen/En origen ,2025-12-15T00:00:00,2026-01-15T00:00:00,A plazo,SI,COSECHA 25/26,1,2480720256,Si
2025-05-23T18:30:56.617,2025-05-23T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,150.00,Cámara,,ENTRE RÍOS,GOBERNADOR MANSILLA,,,Rosario N/En destino,2025-05-23T00:00:00,2025-06-22T00:00:00,A plazo,SI,COSECHA 24/25,1,2480710250,Si
2025-05-23T18:30:47.943,2025-05-23T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,90.00,Cámara,,SANTA FE,VILLA MINETTI,,,Rosario N/En destino,2025-05-23T00:00:00,2025-06-22T00:00:00,A plazo,SI,COSECHA 24/25,1,2480680254,Si
2025-05-23T18:30:39.217,2025-05-22T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,700.00,Cámara,,SANTA FE,ESMERALDA,,,Rosario N/En destino,2025-05-22T00:00:00,2025-06-15T00:00:00,A plazo,SI,COSECHA 24/25,1,2480660253,Si
2025-05-23T18:30:30.527,2025-05-21T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,500.00,Cámara,,CÓRDOBA,BALLESTEROS,,,Rosario N/En destino,2025-05-21T00:00:00,2025-06-15T00:00:00,A plazo,SI,COSECHA 24/25,1,2480640252,Si
2025-05-23T18:30:26.45,2024-12-26T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,30.00,Fábrica,,SANTA FE,CAFFERATA,$,310000.00,Rosario N/En destino,2025-03-15T00:00:00,2025-04-15T00:00:00,A plazo,SI,COSECHA 24/25,7,6057900243,Si
2025-05-23T18:30:26.333,2024-12-18T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,100.00,Fábrica,,SANTA FE,SAN CARLOS CENTRO,$,311665.00,Rosario N/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,SI,COSECHA 24/25,15,5949870245,Si
2025-05-23T18:30:26.227,2024-12-11T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,230.00,Fábrica,,SANTA FE,SAN JUSTO,$,312855.00,Rosario N/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,SI,COSECHA 24/25,2,5814470247,Si
2025-05-23T18:30:26.13,2025-05-21T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,1000.00,Cámara,,SALTA,TALAVERA,,,Rosario N/En destino,2025-05-21T00:00:00,2025-06-15T00:00:00,A plazo,SI,COSECHA 24/25,1,2480630257,Si
2025-05-23T18:30:24.303,2024-12-10T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,120.00,Fábrica,,CÓRDOBA,SAN FRANCISCO (DPTO.,$,310000.00,Rosario N/En destino,2025-05-01T00:00:00,2025-05-31T00:00:00,A plazo,SI,COSECHA 24/25,6,5783490244,Si
2025-05-23T18:30:24.15,2025-03-06T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,50.00,Fábrica,,SANTA FE,BUSTINZA,$,310000.00,Rosario N/En destino,2025-03-06T00:00:00,2025-03-11T00:00:00,A plazo,SI,COSECHA 23/24,4,1012570259,Si
2025-05-23T18:30:07.88,2025-05-20T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,200.00,Cámara,,SANTA FE,ESMERALDA,,,Rosario N/En destino,2025-05-20T00:00:00,2025-06-10T00:00:00,A plazo,SI,COSECHA 24/25,1,2480590255,Si
2025-05-23T18:30:02.89,2025-05-20T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,340.00,Cámara,,SANTA FE,AROCENA,,,Rosario N/En destino,2025-05-20T00:00:00,2025-05-31T00:00:00,A plazo,SI,COSECHA 24/25,1,2480570254,Si
2025-05-23T18:29:58.37,2025-05-20T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,340.00,Cámara,,SANTA FE,AROCENA,,,Rosario N/En destino,2025-05-20T00:00:00,2025-05-31T00:00:00,A plazo,SI,COSECHA 24/25,1,2480560259,Si
2025-05-23T18:29:53.9,2025-05-20T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,2000.00,Cámara,,SANTA FE,CAÑADA ROSQUIN,,,Rosario N/En destino,2025-05-20T00:00:00,2025-05-31T00:00:00,A plazo,SI,COSECHA 24/25,1,2480530252,Si
2025-05-23T18:29:33.133,2025-05-23T00:00:00,Contrato,Canje,Precio Hecho,SOJA,6.25,Cámara,,CÓRDOBA,COLONIA EL MILAGRO,$,317000.00,Zona 8/En destino,2025-05-23T00:00:00,2025-05-23T00:00:00,A plazo,SI,COSECHA 23/24,1,2480490250,Si
2025-05-23T18:08:30.73,2025-05-23T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,35.00,Fábrica,,SANTIAGO DEL ESTERO,TOMAS YOUNG,,,Zona 15/En origen ,2025-05-23T00:00:00,2025-06-23T00:00:00,A plazo,SI,COSECHA 24/25,1,2479830250,Si
2025-05-23T17:44:56.853,2024-09-04T00:00:00,Fijación,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,250.00,Cámara,,ENTRE RÍOS,ROSARIO DEL TALA,$,210000.00,Zona 18/En destino,2025-02-01T00:00:00,2025-03-31T00:00:00,A plazo,SI,COSECHA 24/25,3,4288150244,Si
2025-05-23T17:44:32.337,2025-05-23T00:00:00,Contrato,Compraventa,Precio Hecho,MAIZ,600.00,Cámara,,CÓRDOBA,LAS PALMITAS (CAÑADA,$,173000.00,Zona 18/En origen ,2025-05-23T00:00:00,2025-06-23T00:00:00,A plazo,NO,COSECHA 24/25,1,2476860256,Si
2025-05-23T17:44:31.853,2025-05-23T00:00:00,Contrato,Compraventa,Fijar Precio/Prec. Cam.,TRIGO PAN,150.00,Cámara,,ENTRE RÍOS,GUALEGUAY,,,Zona 13/En destino,2025-05-23T00:00:00,2025-06-23T00:00:00,A plazo,NO,COSECHA 24/25,1,2476850250,Si
2025-05-23T17:44:27.073,2025-05-23T00:00:00,Contrato,Compraventa,Precio Hecho,ACEITE SOJA,60.00,Crudo,,CÓRDOBA,VILLA DEL TOTORAL,U$S,845.00,Cordoba/En destino,2025-05-23T00:00:00,2025-06-23T00:00:00,A plazo,NO,,1,2476820254,Si
2025-05-23T17:43:31.787,2025-05-23T00:00:00,Contrato,Compraventa,Precio Hecho,GIRASOL,30.00,Cámara,,LA PAMPA,GENERAL PICO,U$S,360.00,Zona 25/En destino,2025-05-23T00:00:00,2025-06-22T00:00:00,A plazo,NO,COSECHA 24/25,1,2476620255,Si
2025-05-23T17:42:23.763,2025-05-23T00:00:00,Contrato,Compraventa,Precio Hecho,MAIZ,2000.00,Cámara,,SANTA FE,PUERTO Gral SAN MARTIN,$,199000.00,Rosario N/En destino,2025-07-01T00:00:00,2025-07-31T00:00:00,A plazo,NO,COSECHA 24/25,1,2476360253,Si
2025-05-23T17:42:19.12,2025-05-23T00:00:00,Contrato,Compraventa,Precio Hecho,MAIZ,1500.00,Cámara,,SANTA FE,PUERTO Gral SAN MARTIN,$,198000.00,Rosario N/En destino,2025-07-01T00:00:00,2025-07-31T00:00:00,A plazo,NO,COSECHA 24/25,1,2476350258,Si
2025-05-23T17:38:37.4,2025-05-23T00:00:00,Contrato,Canje,Precio Hecho,SOJA,30.00,Fábrica,,SANTA FE,SUARDI,U$S,270.00,Rosario N/En destino,2025-05-24T00:00:00,2025-06-24T00:00:00,A plazo,NO,COSECHA 24/25,1,2475990253,Si
2025-05-23T17:37:25.767,2025-05-23T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,20.07,Fábrica,,BUENOS AIRES,PERGAMINO,$,310000.00,Zona 8/En destino,2025-05-23T00:00:00,2025-06-22T00:00:00,A plazo,SI,COSECHA 24/25,1,2475760258,Si
2025-05-23T17:36:32.617,2025-05-21T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,2.50,Cámara,,SANTA FE,CAÑADA RICA,$,315000.00,Rosario S/En destino,2025-05-21T00:00:00,2025-05-21T00:00:00,A plazo,NO,COSECHA 2021,1,2475620251,Si
2025-05-23T17:36:23.1,2025-05-15T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,1.51,Cámara,,SANTA FE,ARROYO SECO,$,310000.00,Rosario S/En destino,2025-05-15T00:00:00,2025-05-15T00:00:00,A plazo,NO,COSECHA 2021,1,2475590255,Si
2025-05-23T17:36:05.833,2025-05-19T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,40.00,Cámara,,SANTA FE,ALBARELLOS,$,312500.00,Rosario S/En destino,2025-05-19T00:00:00,2025-05-19T00:00:00,A plazo,NO,COSECHA 20/21,1,2475550253,Si
2025-05-23T17:36:00.443,2025-05-21T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,29.24,Cámara,,SANTA FE,ALVEAR,$,315000.00,Rosario S/En destino,2025-05-21T00:00:00,2025-05-21T00:00:00,A plazo,NO,COSECHA 20/21,1,2475510251,Si
2025-05-23T17:35:52.6,2025-05-21T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,0.46,Cámara,,SANTA FE,ALVEAR,$,315000.00,Rosario S/En destino,2025-05-21T00:00:00,2025-05-21T00:00:00,A plazo,NO,COSECHA 20/21,1,2475500256,Si
2025-05-23T17:35:47.303,2025-05-21T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,37.93,Cámara,,SANTA FE,ALVEAR,$,315000.00,Rosario S/En destino,2025-05-21T00:00:00,2025-05-21T00:00:00,A plazo,NO,COSECHA 20/21,1,2475450259,Si
2025-05-23T17:35:33.803,2025-05-21T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,16.48,Cámara,,SANTA FE,ALBARELLOS,$,315000.00,Rosario S/En destino,2025-05-21T00:00:00,2025-05-21T00:00:00,A plazo,NO,COSECHA 20/21,1,2475410257,Si
2025-05-23T17:35:23.053,2025-05-21T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,15.89,Cámara,,SANTA FE,ALVEAR,$,315000.00,Rosario S/En destino,2025-05-21T00:00:00,2025-05-21T00:00:00,A plazo,NO,COSECHA 20/21,1,2475370255,Si
2025-05-23T17:35:02.177,2025-05-22T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,86.08,Cámara,,SANTA FE,ALVEAR,$,315000.00,Rosario S/En destino,2025-05-22T00:00:00,2025-05-22T00:00:00,A plazo,NO,COSECHA 2021,1,2475320258,Si
2025-05-23T17:34:56.817,2025-05-20T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,12.00,Cámara,,SANTA FE,COLONIA PIAGGIO,$,315000.00,Rosario S/En destino,2025-05-20T00:00:00,2025-05-20T00:00:00,A plazo,NO,COSECHA 2021,1,2475280256,Si
2025-05-23T17:34:43.507,2025-05-16T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,37.03,Cámara,,SANTA FE,ARROYO SECO,$,310000.00,Rosario S/En destino,2025-05-16T00:00:00,2025-05-16T00:00:00,A plazo,NO,COSECHA 2021,1,2475230259,Si
