,fecha,28/04/2025,29/04/2025,30/04/2025,05/05/2025,06/05/2025,07/05/2025,08/05/2025,09/05/2025,12/05/2025,12/05/2025,13/05/2025,14/05/2025,15/05/2025,16/05/2025,19/05/2025,20/05/2025,21/05/2025,22/05/2025,23/05/2025,26/05/2025,27/05/2025,28/05/2025,29/05/2025,30/05/2025,02/06/2025,03/06/2025,04/06/2025
0,Dólar Oficial,1192.84,1194.45,1194.45,1216.47,1220.45,1152.76,1138.07,1166.96,1148.33,1155.53,1150.3,1153.47,1155.2,1167.84,1157.77,1162.22,1166.64,1161.91,1157.43,1163.94,1174.39,1176.88,1199.79,1209.35,1199.85,1203.75,1199.07
