fechaOperacion,fechaConcertacion,tipoOperacion,tipoModalidad,tipoOiv,grano,volumenTN,condicionCalidad,condicionCalidadAuxiliar,procedenciaProvincia,procedenciaLocalidad,simboloPrecioPorTN,precioTN,lugarEntrega,fechaEntregaDesde,fechaEntregaHasta,condicionPago,esDestinoFinal,cosecha,numeroOperacionInstancia,nroOperacion,esUltimaInstancia
2025-05-10T09:46:36.723,2025-05-10T00:00:00,Contrato,Canje,Precio Hecho,SOJA,54.55,Fábrica,,CÓRDOBA,HERNANDO,$,310000.00,Zona 12/En destino,2025-05-10T00:00:00,2025-05-10T00:00:00,A plazo,SI,COSECHA 22/23,1,2110610257,Si
2025-05-10T07:38:21.867,2025-05-10T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,184.08,Cámara,,BUENOS AIRES,AZUL,$,228000.00,Zona 4/En destino,2025-05-10T00:00:00,2025-05-10T00:00:00,A plazo,NO,COSECHA 24/25,1,2110590256,Si
2025-05-09T23:51:07.883,2025-05-09T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,95.00,Fábrica,,SANTA FE,LAS ROSAS,$,314902.85,Rosario N/En destino,2025-05-09T00:00:00,2025-05-13T00:00:00,A plazo,SI,COSECHA 24/25,1,2110530253,Si
2025-05-09T23:50:39.103,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,200.00,Fábrica,,SANTA FE,SERODINO,,,Rosario N/En destino,2025-11-01T00:00:00,2025-11-30T00:00:00,A plazo,SI,COSECHA 24/25,1,2110400252,Si
2025-05-09T23:50:36.703,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,240.00,Fábrica,,SANTA FE,SERODINO,,,Rosario N/En destino,2025-11-01T00:00:00,2025-11-30T00:00:00,A plazo,SI,COSECHA 24/25,1,2110390257,Si
2025-05-09T23:50:34.117,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,240.00,Fábrica,,SANTA FE,SERODINO,,,Rosario N/En destino,2025-11-01T00:00:00,2025-11-30T00:00:00,A plazo,SI,COSECHA 24/25,1,2110380251,Si
2025-05-09T23:32:20.467,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,150.00,Cámara,,SANTA FE,TOSTADO,,,Rosario N/En destino,2025-05-09T00:00:00,2025-06-08T00:00:00,A plazo,SI,COSECHA 24/25,1,2110220254,Si
2025-05-09T22:30:12.23,2025-04-28T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,30.00,Fábrica,,BUENOS AIRES,LINCOLN,$,311792.00,Zona 7/En destino,2025-04-28T00:00:00,2025-05-28T00:00:00,A plazo,SI,COSECHA 24/25,3,1853390255,Si
2025-05-09T22:30:12.133,2025-04-08T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,25.00,Fábrica,,CÓRDOBA,VICUÑA MACKENNA,$,309111.00,Zona 9/En destino,2025-04-08T00:00:00,2025-05-08T00:00:00,A plazo,SI,COSECHA 24/25,4,1537220259,Si
2025-05-09T22:30:12.043,2025-04-08T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,25.00,Fábrica,,CÓRDOBA,VICUÑA MACKENNA,$,309111.00,Zona 9/En destino,2025-04-08T00:00:00,2025-05-08T00:00:00,A plazo,SI,COSECHA 24/25,4,1537210253,Si
2025-05-09T22:30:11.953,2025-03-11T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,60.00,Fábrica,,SANTA FE,SERODINO,$,312000.00,Rosario N/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,SI,COSECHA 24/25,3,1077590257,Si
2025-05-09T22:30:11.863,2025-02-06T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,10.00,Fábrica,,SANTA FE,SALTO GRANDE,$,310000.00,Rosario N/En destino,2025-02-06T00:00:00,2025-03-06T00:00:00,A plazo,SI,COSECHA 24/25,16,611480253,Si
2025-05-09T22:30:11.763,2025-02-05T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,45.00,Fábrica,,SANTA FE,LAS ROSAS,$,310000.00,Rosario N/En destino,2025-04-15T00:00:00,2025-05-15T00:00:00,A plazo,SI,COSECHA 24/25,5,589490258,Si
2025-05-09T22:30:11.66,2025-01-28T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,125.00,Fábrica,,CÓRDOBA,MARCOS JUAREZ,$,311785.00,Rosario N/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,SI,COSECHA 24/25,8,439920254,Si
2025-05-09T22:30:11.557,2024-12-30T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,400.00,Fábrica,,BUENOS AIRES,CHACABUCO,$,310000.00,Rosario N/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,SI,COSECHA 24/25,2,6130530247,Si
2025-05-09T22:30:10.437,2024-05-02T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,54.04,Fábrica,,CÓRDOBA,VIAMONTE,$,310000.00,Rosario N/En destino,2024-05-02T00:00:00,2024-06-02T00:00:00,A plazo,SI,COSECHA 23/24,4,1893560242,Si
2025-05-09T22:30:09.27,2024-12-10T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,45.00,Fábrica,,CÓRDOBA,SAN FRANCISCO (DPTO.,$,310000.00,Rosario N/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,SI,COSECHA 24/25,4,5783530246,Si
2025-05-09T20:36:08.23,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,78.72,Fábrica,,SANTIAGO DEL ESTERO,EL BOBADAL,$,258100.00,Zona 16/En origen ,2025-05-09T00:00:00,2025-06-08T00:00:00,A plazo,SI,COSECHA 24/25,2,2101480251,Si
2025-05-09T20:36:07.967,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,75.00,Fábrica,,TUCUMÁN,TARUCA PAMPA,$,259800.00,Zona 16/En origen ,2025-05-09T00:00:00,2025-06-08T00:00:00,A plazo,SI,COSECHA 24/25,3,2101470256,Si
2025-05-09T20:36:07.71,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,19.42,Fábrica,,TUCUMÁN,TARUCA PAMPA,$,259800.00,Zona 16/En origen ,2025-05-09T00:00:00,2025-06-08T00:00:00,A plazo,SI,COSECHA 24/25,2,2101470256,Si
2025-05-09T20:36:07.467,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,19.88,Fábrica,,SANTIAGO DEL ESTERO,SIMBOL POZO (HOYON-D,$,258000.00,Zona 16/En origen ,2025-05-09T00:00:00,2025-06-05T00:00:00,A plazo,SI,COSECHA 24/25,2,2101460250,Si
2025-05-09T20:36:07.2,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,1149.43,Fábrica,,TUCUMÁN,TALA POZO,,,Zona 16/En origen ,2025-05-09T00:00:00,2025-06-08T00:00:00,A plazo,SI,COSECHA 24/25,1,2101530259,Si
2025-05-09T20:29:20.597,2025-05-09T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,240.00,Otra,,BUENOS AIRES,9 DE JULIO,$,240000.00,Zona 7/En destino,2025-05-09T00:00:00,2025-05-16T00:00:00,A plazo,SI,COSECHA 24/25,1,2101520253,Si
2025-05-09T20:06:15.543,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,13.29,Fábrica,,TUCUMÁN,TARUCA PAMPA,$,272000.00,Zona 16/En destino,2025-05-09T00:00:00,2025-06-08T00:00:00,A plazo,SI,COSECHA 24/25,2,2101030256,Si
2025-05-09T20:06:15.283,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,200.00,Fábrica,,TUCUMÁN,LOS PUESTOS,$,258700.00,Zona 16/En origen ,2025-05-09T00:00:00,2025-06-05T00:00:00,A plazo,SI,COSECHA 24/25,3,2101010255,Si
2025-05-09T20:06:15.02,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,119.09,Fábrica,,TUCUMÁN,LOS PUESTOS,$,258700.00,Zona 16/En origen ,2025-05-09T00:00:00,2025-06-05T00:00:00,A plazo,SI,COSECHA 24/25,2,2101010255,Si
2025-05-09T20:06:14.75,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,412.44,Fábrica,,SANTIAGO DEL ESTERO,EL BOBADAL,,,Zona 16/En origen ,2025-05-09T00:00:00,2025-06-08T00:00:00,A plazo,SI,COSECHA 24/25,1,2101480251,Si
2025-05-09T20:06:12.193,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,105.21,Fábrica,,TUCUMÁN,TARUCA PAMPA,,,Zona 16/En origen ,2025-05-09T00:00:00,2025-06-08T00:00:00,A plazo,SI,COSECHA 24/25,1,2101470256,Si
2025-05-09T20:06:09.677,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,103.95,Fábrica,,SANTIAGO DEL ESTERO,SIMBOL POZO (HOYON-D,,,Zona 16/En origen ,2025-05-09T00:00:00,2025-06-05T00:00:00,A plazo,SI,COSECHA 24/25,1,2101460250,Si
2025-05-09T20:05:05.187,2025-05-09T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,122.13,Art. 12,,BUENOS AIRES,ALBERTI,$,245000.00,Zona 6/En destino,2025-05-09T00:00:00,2025-05-09T00:00:00,A plazo,SI,COSECHA 24/25,1,2101430254,Si
2025-05-09T20:01:05.31,2025-05-09T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,213.30,Art. 12,,BUENOS AIRES,ALBERTI,$,245000.00,Zona 6/En destino,2025-05-09T00:00:00,2025-05-09T00:00:00,A plazo,SI,COSECHA 24/25,1,2101070258,Si
2025-05-09T20:00:40.357,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,18.14,Cámara,,BUENOS AIRES,SALTO,,,Zona 6/En destino,2025-05-09T00:00:00,2025-05-09T00:00:00,A plazo,SI,COSECHA 23/24,1,2101060252,Si
2025-05-09T19:55:39.917,2025-05-09T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,0.73,Cámara,,ENTRE RÍOS,COSTA GRANDE,$,268000.00,Zona 13/En origen ,2025-05-09T00:00:00,2025-05-09T00:00:00,A plazo,NO,COSECHA 23/24,1,2101040251,Si
2025-05-09T19:36:17.623,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,95.11,Fábrica,,TUCUMÁN,TARUCA PAMPA,,,Zona 16/En destino,2025-05-09T00:00:00,2025-06-08T00:00:00,A plazo,SI,COSECHA 24/25,1,2101030256,Si
2025-05-09T19:36:12.933,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,631.29,Fábrica,,TUCUMÁN,LOS PUESTOS,,,Zona 16/En origen ,2025-05-09T00:00:00,2025-06-05T00:00:00,A plazo,SI,COSECHA 24/25,1,2101010255,Si
2025-05-09T19:06:10.817,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,44.35,Fábrica,,TUCUMÁN,CAÑETE,$,272000.00,Zona 16/En destino,2025-05-09T00:00:00,2025-06-30T00:00:00,A plazo,SI,COSECHA 24/25,2,2099930252,Si
2025-05-09T19:06:10.57,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,195.21,Fábrica,,SANTIAGO DEL ESTERO,EL PALOMAR (DPTO. JI,$,260470.00,Zona 16/En origen ,2025-05-09T00:00:00,2025-06-05T00:00:00,A plazo,SI,COSECHA 24/25,2,2100020257,Si
2025-05-09T19:06:10.317,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,40.14,Fábrica,,CÓRDOBA,BARRANCA YACO,$,273884.00,Cordoba/En origen ,2025-05-09T00:00:00,2025-05-31T00:00:00,A plazo,SI,COSECHA 24/25,2,2100040258,Si
2025-05-09T19:06:10.07,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,17.05,Fábrica,,SANTIAGO DEL ESTERO,EL PALOMAR (DPTO. JI,$,262900.00,Zona 16/En origen ,2025-05-09T00:00:00,2025-06-05T00:00:00,A plazo,SI,COSECHA 24/25,2,2100060259,Si
2025-05-09T19:00:14.903,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,300.00,Fábrica,,SANTA FE,MONTES DE OCA,,,Rosario S/En destino,2025-05-09T00:00:00,2025-05-31T00:00:00,A plazo,NO,COSECHA 24/25,1,2100750255,Si
2025-05-09T19:00:13.837,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,600.00,Fábrica,,SANTA FE,MONTES DE OCA,,,Rosario S/En destino,2025-05-09T00:00:00,2025-05-31T00:00:00,A plazo,NO,COSECHA 24/25,1,2100730254,Si
2025-05-09T19:00:12.477,2025-05-09T00:00:00,Contrato,Compraventa,Precio Hecho,MAIZ,30.00,Cámara,,CÓRDOBA,IDIAZABAL,U$S,174.00,Zona 8/En destino,2025-05-09T00:00:00,2025-05-31T00:00:00,A plazo,NO,COSECHA 24/25,1,2100710253,Si
2025-05-09T18:36:50.207,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,2.89,Fábrica,,CÓRDOBA,GENERAL FOTHERINGHAM,$,276000.00,Zona 11/En origen ,2025-05-09T00:00:00,2025-06-09T00:00:00,A plazo,SI,COSECHA 24/25,2,2098970250,Si
2025-05-09T18:36:47.2,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,115.48,Fábrica,,SALTA,JOAQUIN V. GONZALEZ,$,265000.00,Zona 17/En destino,2025-05-09T00:00:00,2025-06-30T00:00:00,A plazo,SI,COSECHA 24/25,2,2098930259,Si
2025-05-09T18:36:46.943,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,84.25,Fábrica,,SALTA,JOAQUIN V. GONZALEZ,$,256661.17,Zona 17/En origen ,2025-05-09T00:00:00,2025-06-30T00:00:00,A plazo,SI,COSECHA 24/25,2,2098910258,Si
2025-05-09T18:36:46.67,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,97.62,Fábrica,,CÓRDOBA,BAJO CHICO (BAJO GRA,$,272000.00,Rosario N/En origen ,2025-05-09T00:00:00,2025-05-31T00:00:00,A plazo,SI,COSECHA 24/25,3,2098880251,Si
2025-05-09T18:36:46.427,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,502.38,Fábrica,,CÓRDOBA,BAJO CHICO (BAJO GRA,$,272000.00,Rosario N/En origen ,2025-05-09T00:00:00,2025-05-31T00:00:00,A plazo,SI,COSECHA 24/25,2,2098880251,Si
2025-05-09T18:36:46.17,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,18.04,Fábrica,,SALTA,JOAQUIN V. GONZALEZ,$,255350.34,Zona 17/En origen ,2025-05-09T00:00:00,2025-06-30T00:00:00,A plazo,SI,COSECHA 24/25,2,2098870256,Si
2025-05-09T18:36:43.35,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,267.49,Fábrica,,CÓRDOBA,RIO CEBALLOS,$,283024.00,Cordoba/En destino,2025-05-09T00:00:00,2025-05-31T00:00:00,A plazo,SI,COSECHA 24/25,2,2098850255,Si
2025-05-09T18:36:43.09,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,105.39,Fábrica,,SALTA,LAS LAJITAS,$,252850.34,Zona 17/En origen ,2025-05-09T00:00:00,2025-06-30T00:00:00,A plazo,SI,COSECHA 24/25,2,2098800258,Si
2025-05-09T18:36:42.84,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,86.58,Fábrica,,CATAMARCA,PUERTA GRANDE,$,265000.00,Zona 15/En origen ,2025-05-09T00:00:00,2025-06-09T00:00:00,A plazo,SI,COSECHA 24/25,4,2098780257,Si
2025-05-09T18:36:42.59,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,6.00,Fábrica,,CATAMARCA,PUERTA GRANDE,$,265000.00,Zona 15/En origen ,2025-05-09T00:00:00,2025-06-09T00:00:00,A plazo,SI,COSECHA 24/25,3,2098780257,Si
2025-05-09T18:36:42.347,2025-05-09T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,38.19,Fábrica,,CATAMARCA,PUERTA GRANDE,$,265000.00,Zona 15/En origen ,2025-05-09T00:00:00,2025-06-09T00:00:00,A plazo,SI,COSECHA 24/25,2,2098780257,Si
2025-05-09T18:36:37.43,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,98.42,Fábrica,,SANTIAGO DEL ESTERO,EL PALOMAR (DPTO. JI,,,Zona 16/En origen ,2025-05-09T00:00:00,2025-06-05T00:00:00,A plazo,SI,COSECHA 24/25,1,2100060259,Si
2025-05-09T18:36:32.863,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,302.22,Fábrica,,CÓRDOBA,BARRANCA YACO,,,Cordoba/En origen ,2025-05-09T00:00:00,2025-05-31T00:00:00,A plazo,SI,COSECHA 24/25,1,2100040258,Si
2025-05-09T18:36:28.277,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,1071.72,Fábrica,,SANTIAGO DEL ESTERO,EL PALOMAR (DPTO. JI,,,Zona 16/En origen ,2025-05-09T00:00:00,2025-06-05T00:00:00,A plazo,SI,COSECHA 24/25,1,2100020257,Si
2025-05-09T18:36:23.683,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,500.00,Cámara,,CÓRDOBA,RIO CUARTO,,,Zona 9/En destino,2025-05-09T00:00:00,2025-06-09T00:00:00,A plazo,SI,COSECHA 24/25,1,2100000256,Si
2025-05-09T18:36:19.193,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,500.00,Cámara,,CÓRDOBA,RIO CUARTO,,,Zona 9/En destino,2025-05-09T00:00:00,2025-06-09T00:00:00,A plazo,SI,COSECHA 24/25,1,2099970254,Si
2025-05-09T18:36:11.1,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,317.35,Fábrica,,TUCUMÁN,CAÑETE,,,Zona 16/En destino,2025-05-09T00:00:00,2025-06-30T00:00:00,A plazo,SI,COSECHA 24/25,1,2099930252,Si
2025-05-09T18:36:07.93,2025-05-09T00:00:00,Contrato,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,500.00,Cámara,,CÓRDOBA,RIO CUARTO,,,Zona 9/En destino,2025-05-09T00:00:00,2025-06-09T00:00:00,A plazo,SI,COSECHA 24/25,1,2099920257,Si
2025-05-09T18:35:56.213,2025-05-09T00:00:00,Contrato,Compraventa,Precio Hecho,GIRASOL,56.00,Cámara,,BUENOS AIRES,HUANGUELEN,U$S,300.00,Zona 25/En destino,2025-05-09T00:00:00,2025-06-08T00:00:00,A plazo,NO,COSECHA 24/25,1,2099860254,Si
2025-05-09T18:32:31.557,2025-05-09T00:00:00,Contrato,Compraventa,Precio Hecho,GIRASOL,300.00,Cámara,,BUENOS AIRES,CASCADA,U$S,300.00,Zona 25/En destino,2025-05-09T00:00:00,2025-06-08T00:00:00,A plazo,SI,COSECHA 24/25,1,2099830258,Si
2025-05-09T18:30:08.153,2025-03-28T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,279.04,Otra,,CÓRDOBA,SAN FRANCISCO (DPTO.,$,310000.00,Rosario N/En destino,2025-03-28T00:00:00,2025-04-07T00:00:00,A plazo,SI,COSECHA 23/24,6,1381730251,Si
2025-05-09T18:30:08.047,2024-12-10T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,40.00,Fábrica,,CÓRDOBA,SAN FRANCISCO (DPTO.,$,313060.00,Rosario N/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,SI,COSECHA 24/25,3,5783530246,Si
2025-05-09T18:30:07.957,2024-12-10T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,390.00,Fábrica,,CÓRDOBA,SAN FRANCISCO (DPTO.,$,310000.00,Rosario N/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,SI,COSECHA 24/25,2,5783530246,Si
2025-05-09T18:30:07.843,2024-12-20T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,1646.39,Fábrica,,SANTA FE,VILLA CAÑAS,$,310000.00,Rosario N/En destino,2025-04-15T00:00:00,2025-05-15T00:00:00,A plazo,SI,COSECHA 24/25,3,6005980249,Si
2025-05-09T18:30:07.747,2024-12-19T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,30.00,Fábrica,,CÓRDOBA,CRUZ ALTA,$,311550.00,Rosario N/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,SI,COSECHA 24/25,8,5976690240,Si
2025-05-09T18:30:07.64,2024-12-17T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,250.00,Fábrica,,SANTA FE,SAN JORGE,$,310000.00,Rosario N/En destino,2025-03-15T00:00:00,2025-04-15T00:00:00,A plazo,SI,COSECHA 24/25,3,5924240247,Si
2025-05-09T18:30:07.53,2024-12-11T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,93.04,Fábrica,,BUENOS AIRES,ARRIBEÑOS,$,310000.00,Rosario N/En destino,2024-12-11T00:00:00,2025-01-11T00:00:00,A plazo,SI,COSECHA 23/24,6,5814560246,Si
