fechaOperacion,fechaConcertacion,tipoOperacion,tipoModalidad,tipoOiv,grano,volumenTN,condicionCalidad,condicionCalidadAuxiliar,procedenciaProvincia,procedenciaLocalidad,simboloPrecioPorTN,precioTN,lugarEntrega,fechaEntregaDesde,fechaEntregaHasta,condicionPago,esDestinoFinal,cosecha,numeroOperacionInstancia,nroOperacion,esUltimaInstancia
2025-06-03T12:36:44.717,2024-12-02T00:00:00,Fijación,Canje,Fijar Precio/Otros,SOJA,660.00,Fábrica,,SANTA FE,CHABAS,U$S,272.25,Zona 12/En destino,2025-05-01T00:00:00,2025-05-31T00:00:00,A plazo,NO,COSECHA 24/25,5,5596050249,Si
2025-06-03T12:35:26.923,2025-06-02T00:00:00,Fijación,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,48.52,Cámara,,SAN LUIS,LUJAN,$,181000.00,Zona 9/En destino,2025-06-02T00:00:00,2025-07-02T00:00:00,A plazo,SI,COSECHA 24/25,2,2681110251,Si
2025-06-03T12:35:26.65,2025-06-02T00:00:00,Fijación,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,404.34,Cámara,,CÓRDOBA,ADELIA MARIA,$,181000.00,Zona 9/En destino,2025-06-02T00:00:00,2025-06-30T00:00:00,A plazo,SI,COSECHA 24/25,2,2670350250,Si
2025-06-03T12:35:26.383,2025-06-02T00:00:00,Fijación,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,66.30,Cámara,,CÓRDOBA,ADELIA MARIA,$,181000.00,Zona 9/En destino,2025-06-02T00:00:00,2025-07-02T00:00:00,A plazo,SI,COSECHA 24/25,2,2667240258,Si
2025-06-03T12:35:26.127,2025-05-28T00:00:00,Fijación,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,250.00,Cámara,,CÓRDOBA,ADELIA MARIA,$,181000.00,Zona 9/En destino,2025-05-28T00:00:00,2025-06-28T00:00:00,A plazo,SI,COSECHA 24/25,4,2567450255,Si
2025-06-03T12:35:25.857,2025-05-28T00:00:00,Fijación,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,70.00,Cámara,,CÓRDOBA,ADELIA MARIA,$,181000.00,Zona 9/En destino,2025-05-28T00:00:00,2025-06-28T00:00:00,A plazo,SI,COSECHA 24/25,3,2567450255,Si
2025-06-03T12:35:25.593,2025-05-23T00:00:00,Fijación,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,150.00,Cámara,,SANTA FE,FIRMAT,$,205000.00,Rosario N/En destino,2025-05-23T00:00:00,2025-06-23T00:00:00,A plazo,SI,COSECHA 23/24,2,2462190258,Si
2025-06-03T12:20:51.26,2025-06-03T00:00:00,Contrato,Canje,Fijar Precio/Otros,MAIZ,30.00,Cámara,,CÓRDOBA,CANALS,,1.00,Rosario N/En destino,2026-05-01T00:00:00,2026-05-31T00:00:00,A plazo,NO,COSECHA 25/26,1,2701640252,Si
2025-06-03T12:09:34.013,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,27.94,Cámara,,BUENOS AIRES,BARRIO CENTRAL,$,316800.00,Zona 6/En destino,2025-06-03T00:00:00,2025-06-03T00:00:00,A plazo,NO,COSECHA 24/25,1,2701590255,Si
2025-06-03T12:05:01.26,2025-05-21T00:00:00,Anulación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,500.00,Fábrica,,CHACO,GENERAL JOSE DE SAN,,,Rosario N/En origen ,2025-05-21T00:00:00,2025-06-15T00:00:00,A plazo,SI,COSECHA 24/25,2,2384850254,Si
2025-06-03T12:05:00.873,2025-01-28T00:00:00,Fijación,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,350.00,Cámara,,CÓRDOBA,MARCOS JUAREZ,$,205000.00,Rosario N/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,SI,COSECHA 24/25,2,423130253,Si
2025-06-03T12:04:51.94,2025-01-23T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,45.96,Fábrica,,TUCUMÁN,LOS PEREYRA,$,276850.00,Zona 16/En origen ,2025-01-23T00:00:00,2025-02-23T00:00:00,A plazo,SI,COSECHA 23/24,3,400810257,Si
2025-06-03T12:04:29.407,2025-06-03T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,70.00,Fábrica,,CÓRDOBA,POZO DEL MOLLE (DPTO,,,Rosario N/En destino,2025-06-03T00:00:00,2025-07-03T00:00:00,A plazo,SI,COSECHA 24/25,1,2701260255,Si
2025-06-03T12:04:19.493,2024-10-23T00:00:00,Fijación,Compraventa,Fijar Precio/Prec. Cam.,SOJA,59.00,Fábrica,,BUENOS AIRES,SALTO,$,313495.00,Rosario N/En destino,2025-05-01T00:00:00,2025-05-31T00:00:00,A plazo,SI,COSECHA 24/25,3,4986240247,Si
2025-06-03T11:59:56.67,2025-05-30T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,122.99,Fábrica,,BUENOS AIRES,CHIVILCOY,U$S,284.00,Rosario S/En destino,2025-09-01T00:00:00,2025-09-30T00:00:00,A plazo,NO,COSECHA 24/25,1,2700430254,Si
2025-06-03T11:53:12.02,2025-02-17T00:00:00,Fijación,Compraventa,Fijar Precio/Prec. Cam.,SOJA,100.00,Cámara,,ENTRE RÍOS,VILLAGUAY,$,320000.00,Zona 13/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,SI,COSECHA 24/25,6,746030258,Si
2025-06-03T11:49:07.657,2025-01-07T00:00:00,Fijación,Compraventa,Fijar Precio/Otros,TRIGO PAN,150.00,Art. 12,,BUENOS AIRES,CHACABUCO,$,224928.00,Zona 6/En destino,2025-01-07T00:00:00,2025-03-31T00:00:00,A plazo,SI,COSECHA 24/25,4,90500252,Si
2025-06-03T11:47:25.55,2025-06-03T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,181.31,Cámara,,ENTRE RÍOS,QUEBRACHITOS,,,Rosario N/En destino,2025-06-03T00:00:00,2025-07-03T00:00:00,A plazo,SI,COSECHA 24/25,1,2699810250,Si
2025-06-03T11:47:20.217,2025-06-03T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,90.00,Cámara,,ENTRE RÍOS,GOBERNADOR MANSILLA,,,Rosario N/En destino,2025-06-03T00:00:00,2025-07-03T00:00:00,A plazo,SI,COSECHA 24/25,1,2699800255,Si
2025-06-03T11:47:14.6,2025-06-03T00:00:00,Contrato,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,120.00,Cámara,,CÓRDOBA,MATORRALES,,,Rosario N/En destino,2025-06-03T00:00:00,2025-07-02T00:00:00,A plazo,SI,COSECHA 24/25,1,2699780254,Si
2025-06-03T11:47:04.17,2025-06-03T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,505.00,Cámara,,BUENOS AIRES,ALBERTI,,,Zona 5/En destino,2025-06-03T00:00:00,2025-06-06T00:00:00,A plazo,SI,COSECHA 24/25,1,2699760253,Si
2025-06-03T11:46:58.86,2025-06-03T00:00:00,Contrato,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,240.00,Cámara,,ENTRE RÍOS,NOGOYA,,,Rosario N/En destino,2025-06-03T00:00:00,2025-07-03T00:00:00,A plazo,SI,COSECHA 24/25,1,2699750258,Si
2025-06-03T11:46:53.883,2025-06-03T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,200.00,Cámara,,SANTA FE,VILLA MINETTI,,,Rosario N/En destino,2025-06-03T00:00:00,2025-07-03T00:00:00,A plazo,SI,COSECHA 24/25,1,2699740252,Si
2025-06-03T11:45:02.373,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,36.47,Cámara,,BUENOS AIRES,SALTO,$,301800.00,Zona 6/En origen ,2025-06-03T00:00:00,2025-06-03T00:00:00,A plazo,SI,COSECHA 21/22,1,2699710256,Si
2025-06-03T11:30:33.55,2025-05-30T00:00:00,Fijación,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,32.00,Cámara,,SANTA FE,SANTA FE,$,205000.00,Rosario S/En destino,2025-05-30T00:00:00,2025-06-03T00:00:00,A plazo,SI,COSECHA 24/25,2,2640110255,Si
2025-06-03T11:30:33.427,2025-03-10T00:00:00,Fijación,Compraventa,Fijar Precio/Otros,SOJA,60.00,Fábrica,,SANTA FE,MONTES DE OCA,$,333715.00,Rosario S/En destino,2025-03-10T00:00:00,2025-03-20T00:00:00,A plazo,NO,COSECHA 23/24,2,1052910257,Si
2025-06-03T11:30:33.27,2025-02-11T00:00:00,Fijación,Compraventa,Fijar Precio/Otros,SOJA,300.00,Fábrica,,SANTA FE,MONTES DE OCA,$,332029.00,Rosario S/En destino,2025-02-11T00:00:00,2025-02-20T00:00:00,A plazo,NO,COSECHA 23/24,2,672600251,Si
2025-06-03T11:30:33.143,2025-01-28T00:00:00,Fijación,Compraventa,Fijar Precio/Otros,SOJA,5.00,Fábrica,,SANTA FE,MONTES DE OCA,$,327857.50,Rosario S/En destino,2025-01-28T00:00:00,2025-02-10T00:00:00,A plazo,NO,COSECHA 23/24,5,434080258,Si
2025-06-03T11:30:33.003,2025-01-08T00:00:00,Fijación,Compraventa,Fijar Precio/Otros,SOJA,240.00,Fábrica,,SANTA FE,MONTES DE OCA,$,331372.00,Rosario S/En destino,2025-01-08T00:00:00,2025-01-22T00:00:00,A plazo,NO,COSECHA 23/24,2,142670259,Si
2025-06-03T11:30:32.893,2024-08-29T00:00:00,Fijación,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,40.00,Cámara,,CÓRDOBA,NOETINGER,$,190942.00,Zona 8/En destino,2024-08-29T00:00:00,2024-09-15T00:00:00,A plazo,NO,COSECHA 23/24,10,4199530246,Si
2025-06-03T11:30:32.74,2024-07-01T00:00:00,Fijación,Compraventa,Fijar Precio/Otros,SOJA,80.00,Fábrica,,SANTA FE,VILLA CAÑAS,$,341401.00,Rosario S/En destino,2024-07-01T00:00:00,2024-07-31T00:00:00,A plazo,NO,COSECHA 23/24,3,3159500240,Si
2025-06-03T11:25:15.14,2025-01-09T00:00:00,Fijación,Compraventa,Fijar Precio/Prec. Cam.,SOJA,100.00,Fábrica,,BUENOS AIRES,PERGAMINO,$,310400.00,Zona 6/En destino,2025-01-09T00:00:00,2025-02-09T00:00:00,A plazo,SI,COSECHA 23/24,7,159700259,Si
2025-06-03T11:24:36.983,2025-04-15T00:00:00,Fijación,Compraventa,Fijar Precio/Otros,SOJA,30.96,Fábrica,,CÓRDOBA,DEVOTO,$,316800.00,Rosario N/En destino,2025-04-15T00:00:00,2025-05-15T00:00:00,A plazo,SI,COSECHA 24/25,3,1626590256,Si
2025-06-03T11:24:35.583,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,30.00,Cámara,,CÓRDOBA,TICINO,$,314000.00,Zona 8/En destino,2025-06-03T00:00:00,2025-06-03T00:00:00,A plazo,SI,COSECHA 23/24,1,2699440259,Si
2025-06-03T11:24:23.36,2025-06-02T00:00:00,Rectificación,Compraventa,Precio Hecho,TRIGO PAN,60.00,Cámara,,BUENOS AIRES,CHIVILCOY,$,220000.00,Zona 6/En destino,2025-06-02T00:00:00,2025-07-01T00:00:00,A plazo,SI,COSECHA 24/25,2,2699430253,Si
2025-06-03T11:24:07.093,2025-04-21T00:00:00,Fijación,Compraventa,Fijar Precio/Prec. Cam.,SOJA,60.00,Fábrica,,CÓRDOBA,VILLA ROSSI,$,313600.00,Zona 6/En destino,2025-04-21T00:00:00,2025-04-26T00:00:00,A plazo,SI,COSECHA 24/25,3,1686100258,Si
2025-06-03T11:23:53.797,2025-06-02T00:00:00,Rectificación,Compraventa,Precio Hecho,SOJA,29.62,Fábrica,,CÓRDOBA,ALEJANDRO ROCA,$,320000.00,Rosario N/En destino,2025-06-02T00:00:00,2025-07-02T00:00:00,A plazo,NO,COSECHA 24/25,2,2668060253,Si
2025-06-03T11:23:24.36,2025-06-02T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,60.00,Cámara,,BUENOS AIRES,CHIVILCOY,$,220000.00,Zona 6/En destino,2025-06-02T00:00:00,2025-07-01T00:00:00,A plazo,SI,COSECHA 24/25,1,2699430253,No
2025-06-03T11:23:22.75,2025-02-07T00:00:00,Fijación,Compraventa,Fijar Precio/Otros,GIRASOL,40.00,Fábrica,,CÓRDOBA,VILLA ROSSI,$,410000.00,Zona 25/En destino,2025-02-07T00:00:00,2025-03-07T00:00:00,A plazo,SI,COSECHA 24/25,6,615640255,Si
2025-06-03T11:20:20.79,2025-06-03T00:00:00,Contrato,Canje,Precio Hecho,SOJA,2.67,Fábrica,,BUENOS AIRES,CARLOS TEJEDOR,$,302738.84,Rosario S/En destino,2025-06-03T00:00:00,2025-06-03T00:00:00,A plazo,SI,COSECHA 23/24,1,2699360255,Si
2025-06-03T11:08:46.197,2025-05-15T00:00:00,Fijación,Compraventa,Fijar Precio/Otros,MAIZ,39.34,Cámara,,CÓRDOBA,BERROTARAN,$,183913.00,Cordoba/En destino,2025-05-15T00:00:00,2025-06-14T00:00:00,A plazo,NO,COSECHA 23/24,4,2236200259,Si
2025-06-03T11:08:34.27,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,30.00,Art. 12,,BUENOS AIRES,CHIVILCOY,$,242000.00,Zona 5/En origen ,2025-06-03T00:00:00,2025-06-10T00:00:00,A plazo,SI,COSECHA 24/25,1,2699260250,Si
2025-06-03T11:07:00.13,2024-11-08T00:00:00,Fijación,Compraventa,Fijar Precio/Prec. Cam.,TRIGO PAN,60.00,Art. 12,,SANTA FE,ANGELICA,$,226485.90,Zona 14/En destino,2024-11-08T00:00:00,2024-11-08T00:00:00,A plazo,SI,COSECHA 24/25,3,5242610247,Si
2025-06-03T11:06:33.933,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,35.01,Cámara,,BUENOS AIRES,BARRIO CENTRAL,$,315200.00,Zona 6/En destino,2025-06-03T00:00:00,2025-06-03T00:00:00,A plazo,NO,COSECHA 24/25,1,2699220259,Si
2025-06-03T11:06:29.917,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,10.00,Cámara,,BUENOS AIRES,BARRIO CENTRAL,$,313600.00,Zona 6/En destino,2025-06-03T00:00:00,2025-06-03T00:00:00,A plazo,NO,COSECHA 23/24,1,2699210253,Si
2025-06-03T11:06:26.457,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,20.00,Cámara,,BUENOS AIRES,BARRIO CENTRAL,$,315200.00,Zona 6/En destino,2025-06-03T00:00:00,2025-06-03T00:00:00,A plazo,NO,COSECHA 24/25,1,2699200258,Si
2025-06-03T11:05:54.113,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,60.00,Art. 12,,BUENOS AIRES,CHIVILCOY,$,244000.00,Zona 5/En destino,2025-06-03T00:00:00,2025-06-10T00:00:00,A plazo,SI,COSECHA 24/25,1,2699190252,Si
2025-06-03T11:04:15.37,2025-06-02T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,60.09,Fábrica,,CHACO,GENERAL JOSE DE SAN,$,284000.00,Rosario N/En origen ,2025-06-02T00:00:00,2025-06-15T00:00:00,A plazo,SI,COSECHA 24/25,2,2681010257,Si
2025-06-03T11:04:15.113,2025-06-02T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,115.49,Fábrica,,CHACO,GENERAL JOSE DE SAN,$,280000.00,Rosario N/En origen ,2025-06-02T00:00:00,2025-06-15T00:00:00,A plazo,SI,COSECHA 24/25,2,2676300255,Si
2025-06-03T11:04:14.85,2024-12-11T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,180.00,Fábrica,,CHACO,PAMPA DEL INFIERNO,$,288000.00,Zona 17/En destino,2025-05-01T00:00:00,2025-05-31T00:00:00,A plazo,SI,COSECHA 24/25,3,5793660245,Si
2025-06-03T11:04:14.59,2024-12-11T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,SOJA,92.61,Fábrica,,CHACO,PAMPA DEL INFIERNO,$,283000.00,Zona 17/En destino,2025-05-01T00:00:00,2025-05-31T00:00:00,A plazo,SI,COSECHA 24/25,2,5793660245,Si
2025-06-03T11:00:13.263,2025-01-29T00:00:00,Fijación,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,264.74,Cámara,,ENTRE RÍOS,GUALEGUAY,$,199142.50,Zona 13/En destino,2025-02-28T00:00:00,2025-03-31T00:00:00,A plazo,SI,COSECHA 24/25,4,452410257,Si
2025-06-03T10:57:55.137,2025-05-30T00:00:00,Contrato,Compraventa,Precio Hecho,CEBADA CERV.,50.00,Cámara,,ENTRE RÍOS,VICTORIA,U$S,205.00,Rosario S/En destino,2025-05-30T00:00:00,2025-06-30T00:00:00,A plazo,SI,COSECHA 24/25,1,2699030255,Si
2025-06-03T10:57:49.607,2025-05-30T00:00:00,Contrato,Compraventa,Precio Hecho,CEBADA FORR.,210.00,Cámara,,BUENOS AIRES,CARLOS CASARES,U$S,180.00,Rosario S/En destino,2025-05-30T00:00:00,2025-06-30T00:00:00,A plazo,SI,COSECHA 24/25,1,2699010254,Si
2025-06-03T10:56:35.86,2025-03-20T00:00:00,Fijación,Compraventa,Fijar Precio/Otros,MAIZ,36.06,Cámara,,CÓRDOBA,SINSACATE,$,187427.50,Cordoba/En destino,2025-05-01T00:00:00,2025-05-31T00:00:00,A plazo,NO,COSECHA 23/24,3,1238720253,Si
2025-06-03T10:56:07.673,2025-06-03T00:00:00,Contrato,Canje,Precio Hecho,SOJA,3.68,Fábrica,,BUENOS AIRES,CARLOS TEJEDOR,$,302726.33,Rosario S/En destino,2025-06-03T00:00:00,2025-06-03T00:00:00,A plazo,SI,COSECHA 24/25,1,2698970254,Si
2025-06-03T10:56:07.607,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,63.02,Fábrica,,ENTRE RÍOS,EJIDO DIAMANTE,$,304000.00,Zona 18/En destino,2025-06-03T00:00:00,2025-06-23T00:00:00,A plazo,SI,COSECHA 24/25,1,2698990255,Si
2025-06-03T10:54:56.933,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,38.12,Fábrica,,ENTRE RÍOS,VIALE,$,293800.00,Zona 18/En origen ,2025-06-03T00:00:00,2025-06-19T00:00:00,A plazo,SI,COSECHA 24/25,1,2698890250,Si
2025-06-03T10:54:31.85,2025-05-20T00:00:00,Fijación,Compraventa,Fijar Precio/Otros,MAIZ,32.15,Cámara,,CÓRDOBA,HERNANDO,$,183913.00,Cordoba/En destino,2025-05-20T00:00:00,2025-06-19T00:00:00,A plazo,NO,COSECHA 24/25,4,2345820259,Si
2025-06-03T10:53:33.103,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,31.96,Fábrica,,ENTRE RÍOS,QUEBRACHO (DPTO. PAR,$,294400.00,Zona 18/En origen ,2025-06-03T00:00:00,2025-06-19T00:00:00,A plazo,SI,COSECHA 24/25,1,2698840253,Si
2025-06-03T10:53:18.423,2025-05-15T00:00:00,Fijación,Compraventa,Fijar Precio/Otros,MAIZ,70.03,Cámara,,CÓRDOBA,BERROTARAN,$,183913.00,Cordoba/En destino,2025-05-15T00:00:00,2025-06-14T00:00:00,A plazo,NO,COSECHA 23/24,3,2236200259,Si
2025-06-03T10:52:30.353,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,19.92,Fábrica,,ENTRE RÍOS,VIALE,$,294100.00,Zona 18/En origen ,2025-06-03T00:00:00,2025-06-18T00:00:00,A plazo,SI,COSECHA 24/25,1,2698820252,Si
2025-06-03T10:51:43.413,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,90.00,Otra,,BUENOS AIRES,PERGAMINO,$,244000.00,Zona 5/En destino,2025-06-03T00:00:00,2025-06-10T00:00:00,A plazo,SI,COSECHA 24/25,1,2698810257,Si
2025-06-03T10:51:32.193,2024-12-26T00:00:00,Fijación,Compraventa,Fijar Precio/Otros,MAIZ,600.00,Cámara,,SANTA FE,PUERTO Gral SAN MARTIN,$,205000.00,Rosario N/En destino,2025-05-01T00:00:00,2025-05-31T00:00:00,A plazo,NO,COSECHA 24/25,6,6044760248,Si
2025-06-03T10:51:30.96,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,48.89,Cámara,,CÓRDOBA,TICINO,$,194615.60,Zona 8/En destino,2025-06-03T00:00:00,2025-06-03T00:00:00,A plazo,SI,COSECHA 15/16,1,2698800251,Si
2025-06-03T10:51:10.51,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,18.65,Cámara,,CÓRDOBA,RIO CUARTO,$,320000.00,Zona 9/En destino,2025-06-03T00:00:00,2025-06-10T00:00:00,A plazo,SI,COSECHA 23/24,1,2698770255,Si
2025-06-03T10:50:47.023,2025-01-20T00:00:00,Fijación,Canje,Fijar Precio/Otros,SOJA,60.87,Fábrica,,CÓRDOBA,ARROYITO,U$S,270.00,Rosario S/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,NO,COSECHA 24/25,10,331110256,Si
2025-06-03T10:49:21.773,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,106.00,Fábrica,,ENTRE RÍOS,VIALE,$,291250.00,Zona 18/En origen ,2025-06-03T00:00:00,2025-06-18T00:00:00,A plazo,SI,COSECHA 24/25,1,2698730253,Si
2025-06-03T10:48:51.507,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,31.62,Cámara,,CÓRDOBA,EL POTOSI,$,314000.00,Zona 9/En destino,2025-06-03T00:00:00,2025-06-10T00:00:00,A plazo,SI,COSECHA 24/25,1,2698710252,Si
2025-06-03T10:48:08.897,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,14.40,Fábrica,,ENTRE RÍOS,VIALE,$,295650.00,Zona 18/En origen ,2025-06-03T00:00:00,2025-06-17T00:00:00,A plazo,SI,COSECHA 24/25,1,2698690251,Si
2025-06-03T10:47:34.99,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,MAIZ,68.72,Cámara,,CÓRDOBA,CUATRO VIENTOS,$,184700.00,Zona 9/En destino,2025-06-03T00:00:00,2025-06-10T00:00:00,A plazo,SI,COSECHA 24/25,1,2698680256,Si
2025-06-03T10:47:05.647,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,60.00,Cámara con Condiciones,ARTICULO 12,BUENOS AIRES,NORBERTO DE LA RIEST,$,231000.00,Zona 5/En destino,2025-06-03T00:00:00,2025-06-09T00:00:00,A plazo,SI,COSECHA 24/25,1,2698660255,Si
2025-06-03T10:47:04.083,2025-04-24T00:00:00,Fijación,Compraventa,Fijar Precio/Mercado Comprador,TRIGO PAN,150.00,Art. 12,,BUENOS AIRES,LOS TOLDOS,$,226556.00,Zona 6/En destino,2025-04-24T00:00:00,2025-05-30T00:00:00,A plazo,SI,COSECHA 24/25,8,1762900250,Si
2025-06-03T10:46:44.21,2025-01-20T00:00:00,Fijación,Canje,Fijar Precio/Otros,SOJA,30.00,Fábrica,,CÓRDOBA,ARROYITO,U$S,270.00,Rosario S/En destino,2025-04-01T00:00:00,2025-04-30T00:00:00,A plazo,NO,COSECHA 24/25,9,331110256,Si
2025-06-03T10:46:36.49,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,MAIZ,48.88,Fábrica,,ENTRE RÍOS,SEGUI,$,209700.00,Zona 18/En destino,2025-06-03T00:00:00,2025-06-18T00:00:00,A plazo,SI,COSECHA 24/25,1,2698630259,Si
2025-06-03T10:46:24.35,2025-06-03T00:00:00,Contrato,Compraventa,Precio Hecho,MAIZ,61.26,Cámara,,CÓRDOBA,CORONEL MOLDES,$,209000.00,Zona 9/En destino,2025-06-03T00:00:00,2025-06-10T00:00:00,A plazo,SI,COSECHA 24/25,1,2698620253,Si
