fechaOperacion,fechaConcertacion,tipoOperacion,tipoModalidad,tipoOiv,grano,volumenTN,condicionCalidad,condicionCalidadAuxiliar,procedenciaProvincia,procedenciaLocalidad,simboloPrecioPorTN,precioTN,lugarEntrega,fechaEntregaDesde,fechaEntregaHasta,condicionPago,esDestinoFinal,cosecha,numeroOperacionInstancia,nroOperacion,esUltimaInstancia
2025-05-02T17:24:02.78,2025-05-02T00:00:00,Contrato,Compraventa,Fijar Precio/M. T. País,SOJA,198.70,Cámara,,ENTRE RÍOS,NOGOYA,,,Zona 13/En destino,2025-05-02T00:00:00,2025-05-28T00:00:00,A plazo,SI,COSECHA 24/25,1,1931180254,Si
2025-05-02T17:16:35.337,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,19.14,Fábrica,,SANTA FE,ALVAREZ,$,290000.00,Rosario S/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 24/25,1,1931060259,Si
2025-05-02T17:12:02.177,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,60.00,Fábrica,,CÓRDOBA,MONTE BUEY,$,304000.00,Zona 8/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 24/25,1,1930990252,Si
2025-05-02T17:10:25.957,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,10.00,Fábrica,,CÓRDOBA,INRIVILLE,$,310500.00,Zona 8/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 24/25,1,1930960256,Si
2025-05-02T17:09:40.927,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,10.00,Art. 12,,CÓRDOBA,LAS JUNTURAS,$,228000.00,Zona 11/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 24/25,1,1930950250,Si
2025-05-02T17:09:06.22,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,40.00,Fábrica,,CÓRDOBA,INRIVILLE,$,315000.00,Zona 8/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 24/25,1,1930920254,Si
2025-05-02T17:07:59.36,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,MAIZ,100.00,Fábrica,,CÓRDOBA,INRIVILLE,$,207000.00,Zona 8/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 24/25,1,1930900253,Si
2025-05-02T17:07:50.89,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,2.15,Cámara,,BUENOS AIRES,BARRIO CENTRAL,$,297470.00,Zona 6/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,NO,COSECHA 24/25,1,1930890258,Si
2025-05-02T17:06:55.423,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,30.00,Fábrica,,CÓRDOBA,INRIVILLE,$,315000.00,Zona 8/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 24/25,1,1930870257,Si
2025-05-02T17:05:28.297,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,65.87,Art. 12,,CÓRDOBA,SACANTA,$,235600.00,Zona 11/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 24/25,1,1930850256,Si
2025-05-02T17:05:04.797,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,20.00,Fábrica,,CÓRDOBA,INRIVILLE,$,287040.00,Zona 8/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 24/25,1,1930840250,Si
2025-05-02T17:04:19.297,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,33.42,Art. 12,,CÓRDOBA,CAPILLA DEL CARMEN,$,248000.00,Zona 11/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 23/24,1,1930810254,Si
2025-05-02T17:04:03.607,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,30.00,Fábrica,,CÓRDOBA,GENERAL BALDISSERA,$,315000.00,Zona 8/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 24/25,1,1930800259,Si
2025-05-02T17:02:42.28,2025-05-02T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,170.61,Cámara,,LA PAMPA,INTENDENTE ALVEAR,,,Zona 7/En origen ,2025-05-02T00:00:00,2025-06-01T00:00:00,A plazo,SI,COSECHA 24/25,1,1930770252,Si
2025-05-02T17:02:38.12,2025-05-02T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,359.14,Cámara,,LA PAMPA,CEBALLOS,,,Zona 7/En destino,2025-05-02T00:00:00,2025-06-01T00:00:00,A plazo,SI,COSECHA 24/25,1,1930760257,Si
2025-05-02T17:02:34.003,2025-05-02T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,60.00,Cámara,,SANTA FE,ALDAO,,,Rosario N/En destino,2025-05-02T00:00:00,2025-06-01T00:00:00,A plazo,SI,COSECHA 24/25,1,1930750251,Si
2025-05-02T17:02:12.453,2025-05-02T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,461.74,Cámara,,SALTA,LAS LAJITAS,,,Zona 17/En destino,2025-05-02T00:00:00,2025-06-01T00:00:00,A plazo,SI,COSECHA 24/25,1,1930670258,Si
2025-05-02T17:02:00.59,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,43.81,Art. 12,,CÓRDOBA,LAS JUNTURAS,$,221350.00,Zona 11/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 24/25,1,1930660252,Si
2025-05-02T17:01:58.087,2025-05-02T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,120.00,Cámara,,SALTA,METAN,,,Rosario N/En destino,2025-05-02T00:00:00,2025-06-01T00:00:00,A plazo,SI,COSECHA 24/25,1,1930650257,Si
2025-05-02T17:00:52.98,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,46.71,Art. 12,,CÓRDOBA,COLONIA VIDELA,$,221350.00,Zona 11/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 24/25,1,1930580259,Si
2025-05-02T16:38:34.353,2025-05-02T00:00:00,Contrato,Canje,Precio Hecho,MAIZ,220.14,Cámara,,CÓRDOBA,RIO CUARTO,$,227579.22,Rosario N/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,NO,COSECHA 23/24,1,1930440252,Si
2025-05-02T15:50:31.157,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,240.00,Cámara con Condiciones,GLUTEN MINIMO 32,CÓRDOBA,DEL CAMPILLO,$,233000.00,Zona 8/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 24/25,1,1929710254,Si
2025-05-02T15:45:45.37,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,30.00,Cámara con Condiciones,GLUTEN MINIMO 32,SANTA FE,MAXIMO PAZ,$,233000.00,Zona 8/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 24/25,1,1929680258,Si
2025-05-02T15:45:33.12,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,30.38,Cámara,,SAN LUIS,DURAZNO,$,302000.00,Zona 9/En destino,2025-05-02T00:00:00,2025-05-09T00:00:00,A plazo,SI,COSECHA 24/25,1,1929670252,Si
2025-05-02T15:45:27.167,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,91.72,Cámara,,BUENOS AIRES,BALCARCE,$,305332.09,Zona 4/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 23/24,1,1929660257,Si
2025-05-02T15:44:27.073,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,20.00,Cámara con Condiciones,GLUTEN MINIMO 32,SANTA FE,VILLADA,$,243000.00,Zona 8/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 24/25,1,1929650251,Si
2025-05-02T15:44:16.637,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,29.22,Cámara,,SAN LUIS,DURAZNO,$,310000.00,Zona 9/En destino,2025-05-02T00:00:00,2025-05-09T00:00:00,A plazo,SI,COSECHA 24/25,1,1929640256,Si
2025-05-02T15:44:06.463,2025-05-02T00:00:00,Contrato,Canje,Precio Hecho,SOJA,32.12,Cámara,,ENTRE RÍOS,CRUCESITAS 7A. SECCI,$,303000.00,Zona 18/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 24/25,1,1929630250,Si
2025-05-02T15:43:01.09,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,30.00,Cámara con Condiciones,GLUTEN MINIMO 32,SANTA FE,BOMBAL,$,233000.00,Zona 8/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 24/25,1,1929620255,Si
2025-05-02T15:42:55.48,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,33.32,Cámara,,CÓRDOBA,HOLMBERG,$,302000.00,Zona 9/En destino,2025-05-02T00:00:00,2025-05-09T00:00:00,A plazo,SI,COSECHA 24/25,1,1929600254,Si
2025-05-02T15:42:14.963,2025-05-02T00:00:00,Rectificación,Compraventa,Precio Hecho,MAIZ,500.00,Cámara,,ENTRE RÍOS,GUALEGUAY,$,216390.00,Zona 13/En destino,2025-05-02T00:00:00,2025-06-01T00:00:00,A plazo,SI,COSECHA 24/25,2,1928520257,Si
2025-05-02T15:41:55.4,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,SOJA,75.43,Cámara,,CÓRDOBA,GIGENA,$,302000.00,Zona 9/En destino,2025-05-02T00:00:00,2025-05-09T00:00:00,A plazo,SI,COSECHA 24/25,1,1929590259,Si
2025-05-02T15:40:18.57,2025-05-02T00:00:00,Contrato,Canje,Precio Hecho,SOJA,8.27,Cámara,,BUENOS AIRES,BALCARCE,$,305332.09,Zona 4/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 22/23,1,1929580253,Si
2025-05-02T15:39:12.087,2025-04-14T00:00:00,Fijación,Compraventa,Fijar Precio/Prec. Cam.,SOJA,30.00,Cámara,,ENTRE RÍOS,GUALEGUAY,$,283034.00,Zona 13/En destino,2025-04-14T00:00:00,2025-12-31T00:00:00,A plazo,SI,COSECHA 24/25,3,1615750251,Si
2025-05-02T15:16:20.12,2025-05-02T00:00:00,Contrato,Compraventa,Precio Hecho,TRIGO PAN,25.00,Otra,,ENTRE RÍOS,TALITAS-GUALEGUAYCHU,$,241680.00,Bs As/En destino,2025-05-02T00:00:00,2025-05-02T00:00:00,A plazo,SI,COSECHA 24/25,1,1929510255,Si
2025-05-02T15:15:53.463,2025-04-14T00:00:00,Fijación,Compraventa,Fijar Precio/Prec. Cam.,SOJA,1170.00,Cámara,,ENTRE RÍOS,GUALEGUAY,$,283034.00,Zona 13/En destino,2025-04-14T00:00:00,2025-12-31T00:00:00,A plazo,SI,COSECHA 24/25,4,1615740256,Si
2025-05-02T15:03:21.033,2025-05-02T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,544.94,Cámara,,CÓRDOBA,TOTORAL (KILOMETRO 3,,,Rosario N/En destino,2025-05-02T00:00:00,2025-05-31T00:00:00,A plazo,SI,COSECHA 24/25,1,1929450252,Si
2025-05-02T15:03:16.857,2025-05-02T00:00:00,Contrato,Compraventa,Fijar Precio/Prec. Cam.,MAIZ,1000.00,Cámara,,CÓRDOBA,IDIAZABAL,,,Rosario N/En destino,2025-05-02T00:00:00,2025-05-25T00:00:00,A plazo,SI,COSECHA 24/25,1,1929440257,Si
2025-05-02T15:02:56.973,2025-05-02T00:00:00,Contrato,Compraventa,Fijar Precio/Mercado Comprador,SOJA,30.00,Cámara,,CÓRDOBA,CORDOBA,,,Zona 11/En destino,2025-05-02T00:00:00,2025-05-09T00:00:00,A plazo,SI,COSECHA 24/25,1,1929370259,Si
2025-05-02T15:02:41.21,2025-05-02T00:00:00,Contrato,Compraventa,Fijar Precio/Otros,SOJA,52.30,Cámara,,SANTIAGO DEL ESTERO,LOS JURIES,,,Zona 15/En destino,2025-05-02T00:00:00,2025-06-01T00:00:00,A plazo,SI,COSECHA 24/25,1,1929330257,Si
